DIMENSION:10639,
60900,26283.3333
60900,26366.6667
60900,26583.3333
60900,26633.3333
60900,26700
60900,26816.6667
60900,26833.3333
60900,27116.6667
60900,27533.3333
60900,27600
60900,27650
60900,27800
60900,27850
60900,27916.6667
60900,27950
60900,27983.3333
60900,28133.3333
60900,28150
60900,28333.3333
60916.6667,21283.3333
60916.6667,21350
60916.6667,21400
60916.6667,21450
60916.6667,21483.3333
60916.6667,21633.3333
60916.6667,21700
60916.6667,21766.6667
60916.6667,21866.6667
60916.6667,22050
60916.6667,22166.6667
60916.6667,22500
60916.6667,22550
60916.6667,22783.3333
60916.6667,22866.6667
60916.6667,22916.6667
60916.6667,22950
60916.6667,23100
60916.6667,23216.6667
60916.6667,23383.3333
60916.6667,23650
60916.6667,23866.6667
60916.6667,23900
60916.6667,24533.3333
60916.6667,24633.3333
60916.6667,24700
60916.6667,24816.6667
60916.6667,25216.6667
60916.6667,25250
60916.6667,25650
60916.6667,25783.3333
60916.6667,25816.6667
60916.6667,26016.6667
60916.6667,26200
60916.6667,26366.6667
60916.6667,26383.3333
60916.6667,26466.6667
60916.6667,26700
60916.6667,26766.6667
60916.6667,26850
60916.6667,26916.6667
60916.6667,26983.3333
60916.6667,27100
60916.6667,27150
60916.6667,27333.3333
60916.6667,27433.3333
60916.6667,27566.6667
60916.6667,27650
60916.6667,28033.3333
60916.6667,28050
60933.3333,21450
60933.3333,21666.6667
60933.3333,21700
60933.3333,21816.6667
60933.3333,22283.3333
60933.3333,22666.6667
60933.3333,22800
60933.3333,22900
60933.3333,22916.6667
60933.3333,22966.6667
60933.3333,23150
60933.3333,23366.6667
60933.3333,23383.3333
60933.3333,23550
60933.3333,23633.3333
60933.3333,23650
60933.3333,24066.6667
60933.3333,24166.6667
60933.3333,24750
60933.3333,25150
60933.3333,25250
60933.3333,25283.3333
60933.3333,25466.6667
60933.3333,25650
60933.3333,25700
60933.3333,26233.3333
60933.3333,26616.6667
60933.3333,26633.3333
60933.3333,26716.6667
60933.3333,26900
60933.3333,26933.3333
60933.3333,26966.6667
60933.3333,27100
60933.3333,27216.6667
60933.3333,27416.6667
60933.3333,27516.6667
60933.3333,27666.6667
60933.3333,27700
60933.3333,27783.3333
60933.3333,27966.6667
60933.3333,28066.6667
60933.3333,28133.3333
60933.3333,28250
60933.3333,28283.3333
60950,21366.6667
60950,21450
60950,21583.3333
60950,22166.6667
60950,22183.3333
60950,22283.3333
60950,22850
60950,22900
60950,22916.6667
60950,22983.3333
60950,23016.6667
60950,23350
60950,23666.6667
60950,23750
60950,23900
60950,24116.6667
60950,24500
60950,24583.3333
60950,24633.3333
60950,24883.3333
60950,25016.6667
60950,25250
60950,25333.3333
60950,25350
60950,25683.3333
60950,25800
60950,25833.3333
60950,25866.6667
60950,25933.3333
60950,26083.3333
60950,26200
60950,26300
60950,26733.3333
60950,26800
60950,26933.3333
60950,27033.3333
60950,27050
60950,27500
60950,27850
60950,28150
60950,28400
60950,28416.6667
60966.6667,21333.3333
60966.6667,21416.6667
60966.6667,21600
60966.6667,21700
60966.6667,21783.3333
60966.6667,21883.3333
60966.6667,22116.6667
60966.6667,22166.6667
60966.6667,22500
60966.6667,22533.3333
60966.6667,22600
60966.6667,22850
60966.6667,22866.6667
60966.6667,22983.3333
60966.6667,23000
60966.6667,23016.6667
60966.6667,23516.6667
60966.6667,23700
60966.6667,24250
60966.6667,24466.6667
60966.6667,24500
60966.6667,24600
60966.6667,24850
60966.6667,24950
60966.6667,25066.6667
60966.6667,25416.6667
60966.6667,25550
60966.6667,25666.6667
60966.6667,25783.3333
60966.6667,25950
60966.6667,26016.6667
60966.6667,26116.6667
60966.6667,26300
60966.6667,26450
60966.6667,26550
60966.6667,26600
60966.6667,26766.6667
60966.6667,26866.6667
60966.6667,26900
60966.6667,27033.3333
60966.6667,27150
60966.6667,27200
60966.6667,27250
60966.6667,27416.6667
60966.6667,27533.3333
60966.6667,27850
60966.6667,27983.3333
60966.6667,28083.3333
60966.6667,28166.6667
60966.6667,28283.3333
60966.6667,28333.3333
60966.6667,28533.3333
60983.3333,21333.3333
60983.3333,21416.6667
60983.3333,21600
60983.3333,22216.6667
60983.3333,22683.3333
60983.3333,22833.3333
60983.3333,23016.6667
60983.3333,23150
60983.3333,23233.3333
60983.3333,23550
60983.3333,23616.6667
60983.3333,23800
60983.3333,23883.3333
60983.3333,24050
60983.3333,24166.6667
60983.3333,24266.6667
60983.3333,24300
60983.3333,24400
60983.3333,24433.3333
60983.3333,25016.6667
60983.3333,25033.3333
60983.3333,25066.6667
60983.3333,25150
60983.3333,25433.3333
60983.3333,25450
60983.3333,25566.6667
60983.3333,25716.6667
60983.3333,25766.6667
60983.3333,25800
60983.3333,25950
60983.3333,26050
60983.3333,26300
60983.3333,26350
60983.3333,26950
60983.3333,27016.6667
60983.3333,27216.6667
60983.3333,27450
60983.3333,27516.6667
60983.3333,27566.6667
60983.3333,27850
60983.3333,27966.6667
60983.3333,28150
60983.3333,28250
60983.3333,28400
60983.3333,28466.6667
60983.3333,28550
60983.3333,28666.6667
61000,21300
61000,21650
61000,21933.3333
61000,22000
61000,22083.3333
61000,22316.6667
61000,22416.6667
61000,22716.6667
61000,22783.3333
61000,22866.6667
61000,23533.3333
61000,23833.3333
61000,24033.3333
61000,24216.6667
61000,24233.3333
61000,24383.3333
61000,24450
61000,24483.3333
61000,24833.3333
61000,25016.6667
61000,25166.6667
61000,25200
61000,25283.3333
61000,25316.6667
61000,25366.6667
61000,25500
61000,25666.6667
61000,25716.6667
61000,25783.3333
61000,26000
61000,26033.3333
61000,26233.3333
61000,26583.3333
61000,26666.6667
61000,26683.3333
61000,26766.6667
61000,26800
61000,26883.3333
61000,26983.3333
61000,27083.3333
61000,27333.3333
61000,27400
61000,27500
61000,27933.3333
61000,28000
61000,28150
61000,28300
61000,28433.3333
61000,28583.3333
61000,28616.6667
61016.6667,21383.3333
61016.6667,21616.6667
61016.6667,22166.6667
61016.6667,22383.3333
61016.6667,22400
61016.6667,22516.6667
61016.6667,22600
61016.6667,22700
61016.6667,22750
61016.6667,22950
61016.6667,23300
61016.6667,23483.3333
61016.6667,23683.3333
61016.6667,23783.3333
61016.6667,23900
61016.6667,23966.6667
61016.6667,24350
61016.6667,24616.6667
61016.6667,24933.3333
61016.6667,25200
61016.6667,25266.6667
61016.6667,25300
61016.6667,25350
61016.6667,25566.6667
61016.6667,25833.3333
61016.6667,26100
61016.6667,26300
61016.6667,26766.6667
61016.6667,26916.6667
61016.6667,27066.6667
61016.6667,27100
61016.6667,27166.6667
61016.6667,27300
61016.6667,27416.6667
61016.6667,27533.3333
61016.6667,27650
61016.6667,27816.6667
61016.6667,27883.3333
61016.6667,27983.3333
61016.6667,28000
61016.6667,28066.6667
61016.6667,28200
61016.6667,28283.3333
61016.6667,28400
61016.6667,28416.6667
61016.6667,28483.3333
61016.6667,28566.6667
61016.6667,28700
61033.3333,21366.6667
61033.3333,21516.6667
61033.3333,21583.3333
61033.3333,21683.3333
61033.3333,21933.3333
61033.3333,22333.3333
61033.3333,22633.3333
61033.3333,22700
61033.3333,22933.3333
61033.3333,23133.3333
61033.3333,23250
61033.3333,23600
61033.3333,24150
61033.3333,24300
61033.3333,24400
61033.3333,24450
61033.3333,25150
61033.3333,25250
61033.3333,25266.6667
61033.3333,25400
61033.3333,25616.6667
61033.3333,25666.6667
61033.3333,25950
61033.3333,26083.3333
61033.3333,26300
61033.3333,26466.6667
61033.3333,26550
61033.3333,26600
61033.3333,26616.6667
61033.3333,26633.3333
61033.3333,26783.3333
61033.3333,27033.3333
61033.3333,27183.3333
61033.3333,27216.6667
61033.3333,27383.3333
61033.3333,27450
61033.3333,27700
61033.3333,27816.6667
61033.3333,27950
61033.3333,28033.3333
61033.3333,28050
61033.3333,28116.6667
61033.3333,28166.6667
61033.3333,28200
61033.3333,28266.6667
61033.3333,28316.6667
61033.3333,28383.3333
61033.3333,28450
61033.3333,28550
61050,21416.6667
61050,21866.6667
61050,21933.3333
61050,21950
61050,21983.3333
61050,22133.3333
61050,22300
61050,22350
61050,22600
61050,22700
61050,22816.6667
61050,22983.3333
61050,23000
61050,23083.3333
61050,23116.6667
61050,23200
61050,23250
61050,23350
61050,23433.3333
61050,23633.3333
61050,23716.6667
61050,23750
61050,23850
61050,24150
61050,24283.3333
61050,24300
61050,24366.6667
61050,24633.3333
61050,24683.3333
61050,24950
61050,25016.6667
61050,25200
61050,25250
61050,25433.3333
61050,25483.3333
61050,25516.6667
61050,25666.6667
61050,25766.6667
61050,25866.6667
61050,26016.6667
61050,26366.6667
61050,26483.3333
61050,26666.6667
61050,26700
61050,26716.6667
61050,26733.3333
61050,26833.3333
61050,26950
61050,27083.3333
61050,27266.6667
61050,27283.3333
61050,27383.3333
61050,27450
61050,27516.6667
61050,27566.6667
61050,27633.3333
61050,27716.6667
61050,27733.3333
61050,27800
61050,27850
61050,27916.6667
61050,27950
61050,28000
61050,28133.3333
61050,28383.3333
61050,28516.6667
61050,28566.6667
61050,28600
61050,28666.6667
61066.6667,21333.3333
61066.6667,21466.6667
61066.6667,21483.3333
61066.6667,21566.6667
61066.6667,21750
61066.6667,21916.6667
61066.6667,22266.6667
61066.6667,22533.3333
61066.6667,22650
61066.6667,22700
61066.6667,22733.3333
61066.6667,22783.3333
61066.6667,22983.3333
61066.6667,23600
61066.6667,23633.3333
61066.6667,23833.3333
61066.6667,23950
61066.6667,24133.3333
61066.6667,24200
61066.6667,24383.3333
61066.6667,24883.3333
61066.6667,25650
61066.6667,25833.3333
61066.6667,26083.3333
61066.6667,26133.3333
61066.6667,26616.6667
61066.6667,26633.3333
61066.6667,26833.3333
61066.6667,26883.3333
61066.6667,27050
61066.6667,27433.3333
61066.6667,27583.3333
61066.6667,27616.6667
61066.6667,27633.3333
61066.6667,27950
61066.6667,28183.3333
61066.6667,28216.6667
61066.6667,28266.6667
61066.6667,28300
61066.6667,28333.3333
61066.6667,28500
61066.6667,28566.6667
61066.6667,28600
61066.6667,28633.3333
61066.6667,28750
61083.3333,21500
61083.3333,21600
61083.3333,21650
61083.3333,21916.6667
61083.3333,21950
61083.3333,22033.3333
61083.3333,22266.6667
61083.3333,22400
61083.3333,22883.3333
61083.3333,22916.6667
61083.3333,23150
61083.3333,23316.6667
61083.3333,23466.6667
61083.3333,23533.3333
61083.3333,23550
61083.3333,23766.6667
61083.3333,24650
61083.3333,24683.3333
61083.3333,24850
61083.3333,24950
61083.3333,25016.6667
61083.3333,25116.6667
61083.3333,25216.6667
61083.3333,25450
61083.3333,25633.3333
61083.3333,25833.3333
61083.3333,26116.6667
61083.3333,26133.3333
61083.3333,26166.6667
61083.3333,26200
61083.3333,26750
61083.3333,26783.3333
61083.3333,26800
61083.3333,26983.3333
61083.3333,27066.6667
61083.3333,27083.3333
61083.3333,27150
61083.3333,27383.3333
61083.3333,27466.6667
61083.3333,27566.6667
61083.3333,27616.6667
61083.3333,27683.3333
61083.3333,27700
61083.3333,27716.6667
61083.3333,27800
61083.3333,27816.6667
61083.3333,27933.3333
61083.3333,28150
61083.3333,28333.3333
61083.3333,28400
61083.3333,28533.3333
61083.3333,28716.6667
61100,21500
61100,21783.3333
61100,21833.3333
61100,21900
61100,22166.6667
61100,22300
61100,22383.3333
61100,22683.3333
61100,22700
61100,22733.3333
61100,22883.3333
61100,23033.3333
61100,23200
61100,23283.3333
61100,23316.6667
61100,23750
61100,23933.3333
61100,24050
61100,24100
61100,24116.6667
61100,24216.6667
61100,24350
61100,24433.3333
61100,24616.6667
61100,24700
61100,24883.3333
61100,24900
61100,25016.6667
61100,25233.3333
61100,25350
61100,25650
61100,25933.3333
61100,25950
61100,26500
61100,26750
61100,26766.6667
61100,26883.3333
61100,26983.3333
61100,27000
61100,27483.3333
61100,27533.3333
61100,27750
61100,27800
61100,27916.6667
61100,28016.6667
61100,28500
61100,28533.3333
61100,28633.3333
61100,28750
61100,28800
61116.6667,21600
61116.6667,21650
61116.6667,21716.6667
61116.6667,21800
61116.6667,21950
61116.6667,22300
61116.6667,22350
61116.6667,22383.3333
61116.6667,22650
61116.6667,22850
61116.6667,22866.6667
61116.6667,23000
61116.6667,23083.3333
61116.6667,23100
61116.6667,23116.6667
61116.6667,23450
61116.6667,23533.3333
61116.6667,23600
61116.6667,23900
61116.6667,23916.6667
61116.6667,24033.3333
61116.6667,24166.6667
61116.6667,24350
61116.6667,24833.3333
61116.6667,24966.6667
61116.6667,25000
61116.6667,25083.3333
61116.6667,25216.6667
61116.6667,25466.6667
61116.6667,25516.6667
61116.6667,25716.6667
61116.6667,26483.3333
61116.6667,26616.6667
61116.6667,26800
61116.6667,27200
61116.6667,27250
61116.6667,27333.3333
61116.6667,27433.3333
61116.6667,27466.6667
61116.6667,27633.3333
61116.6667,27666.6667
61116.6667,27716.6667
61116.6667,27800
61116.6667,27816.6667
61116.6667,27883.3333
61116.6667,27900
61116.6667,28150
61116.6667,28366.6667
61116.6667,28550
61116.6667,28666.6667
61116.6667,28800
61133.3333,21500
61133.3333,21550
61133.3333,21683.3333
61133.3333,21950
61133.3333,22133.3333
61133.3333,22383.3333
61133.3333,22600
61133.3333,23000
61133.3333,23033.3333
61133.3333,23283.3333
61133.3333,23533.3333
61133.3333,23600
61133.3333,23666.6667
61133.3333,23800
61133.3333,24150
61133.3333,24366.6667
61133.3333,24616.6667
61133.3333,24666.6667
61133.3333,25316.6667
61133.3333,25366.6667
61133.3333,25666.6667
61133.3333,25783.3333
61133.3333,26366.6667
61133.3333,26600
61133.3333,27116.6667
61133.3333,27216.6667
61133.3333,27500
61133.3333,27516.6667
61133.3333,27616.6667
61133.3333,27666.6667
61133.3333,27783.3333
61133.3333,28200
61133.3333,28400
61133.3333,28433.3333
61133.3333,28766.6667
61150,21483.3333
61150,21516.6667
61150,21700
61150,22116.6667
61150,22283.3333
61150,22666.6667
61150,22700
61150,22833.3333
61150,22866.6667
61150,22900
61150,22950
61150,23000
61150,23100
61150,23200
61150,23283.3333
61150,23566.6667
61150,23583.3333
61150,24000
61150,24333.3333
61150,24400
61150,24550
61150,24766.6667
61150,24800
61150,25633.3333
61150,25966.6667
61150,26316.6667
61150,26516.6667
61150,26550
61150,27500
61150,27566.6667
61150,27650
61150,27850
61150,28050
61150,28183.3333
61150,28283.3333
61150,28533.3333
61150,28750
61150,28816.6667
61166.6667,21483.3333
61166.6667,21700
61166.6667,21750
61166.6667,22066.6667
61166.6667,22166.6667
61166.6667,22233.3333
61166.6667,22283.3333
61166.6667,22316.6667
61166.6667,22650
61166.6667,22700
61166.6667,22816.6667
61166.6667,23066.6667
61166.6667,23183.3333
61166.6667,23683.3333
61166.6667,23783.3333
61166.6667,23866.6667
61166.6667,23950
61166.6667,24550
61166.6667,24666.6667
61166.6667,24766.6667
61166.6667,24916.6667
61166.6667,25050
61166.6667,25400
61166.6667,25566.6667
61166.6667,25700
61166.6667,25983.3333
61166.6667,26550
61166.6667,26666.6667
61166.6667,27550
61166.6667,27683.3333
61166.6667,27716.6667
61166.6667,27816.6667
61166.6667,27916.6667
61166.6667,28216.6667
61166.6667,28600
61166.6667,28633.3333
61166.6667,28766.6667
61183.3333,21500
61183.3333,21550
61183.3333,21650
61183.3333,21850
61183.3333,22066.6667
61183.3333,22583.3333
61183.3333,22700
61183.3333,22766.6667
61183.3333,22800
61183.3333,23000
61183.3333,23300
61183.3333,23550
61183.3333,23600
61183.3333,23716.6667
61183.3333,24166.6667
61183.3333,24333.3333
61183.3333,24400
61183.3333,24483.3333
61183.3333,24533.3333
61183.3333,24966.6667
61183.3333,25383.3333
61183.3333,25416.6667
61183.3333,25550
61183.3333,25633.3333
61183.3333,26000
61183.3333,26433.3333
61183.3333,26783.3333
61183.3333,27466.6667
61183.3333,27766.6667
61183.3333,28000
61183.3333,28133.3333
61183.3333,28150
61183.3333,28200
61183.3333,28700
61183.3333,28950
61200,21583.3333
61200,21616.6667
61200,21733.3333
61200,22083.3333
61200,22700
61200,22733.3333
61200,22816.6667
61200,22900
61200,22966.6667
61200,23300
61200,23466.6667
61200,23500
61200,23766.6667
61200,24066.6667
61200,24100
61200,24266.6667
61200,24400
61200,24483.3333
61200,24616.6667
61200,24650
61200,25766.6667
61200,25816.6667
61200,25866.6667
61200,26033.3333
61200,26050
61200,27100
61200,27316.6667
61200,27700
61200,27716.6667
61200,27750
61200,27883.3333
61200,27966.6667
61200,28016.6667
61200,28066.6667
61200,28666.6667
61200,28950
61216.6667,21633.3333
61216.6667,21666.6667
61216.6667,21783.3333
61216.6667,21833.3333
61216.6667,21966.6667
61216.6667,22066.6667
61216.6667,22083.3333
61216.6667,23033.3333
61216.6667,23316.6667
61216.6667,23783.3333
61216.6667,23950
61216.6667,24250
61216.6667,24383.3333
61216.6667,24716.6667
61216.6667,25383.3333
61216.6667,25500
61216.6667,25966.6667
61216.6667,26033.3333
61216.6667,26050
61216.6667,26733.3333
61216.6667,27083.3333
61216.6667,27116.6667
61216.6667,27300
61216.6667,27950
61216.6667,27983.3333
61216.6667,28000
61216.6667,28100
61216.6667,28600
61216.6667,28750
61216.6667,28816.6667
61216.6667,29000
61233.3333,21650
61233.3333,21750
61233.3333,21783.3333
61233.3333,21833.3333
61233.3333,22133.3333
61233.3333,22300
61233.3333,22416.6667
61233.3333,22650
61233.3333,22700
61233.3333,22783.3333
61233.3333,22883.3333
61233.3333,23133.3333
61233.3333,23400
61233.3333,23600
61233.3333,23750
61233.3333,23883.3333
61233.3333,24100
61233.3333,24566.6667
61233.3333,25350
61233.3333,25366.6667
61233.3333,25500
61233.3333,25750
61233.3333,26100
61233.3333,26200
61233.3333,26600
61233.3333,26716.6667
61233.3333,26766.6667
61233.3333,26850
61233.3333,27100
61233.3333,27833.3333
61233.3333,28533.3333
61233.3333,28850
61233.3333,29083.3333
61233.3333,29133.3333
61250,21816.6667
61250,21916.6667
61250,22300
61250,22350
61250,22500
61250,22700
61250,23200
61250,23583.3333
61250,23600
61250,23883.3333
61250,24050
61250,24166.6667
61250,24216.6667
61250,24550
61250,24700
61250,24883.3333
61250,24950
61250,25400
61250,25450
61250,26266.6667
61250,26583.3333
61250,27700
61250,27850
61250,28033.3333
61250,28650
61250,28866.6667
61250,28933.3333
61250,29016.6667
61250,29100
61250,29166.6667
61266.6667,22050
61266.6667,22216.6667
61266.6667,22250
61266.6667,22400
61266.6667,22450
61266.6667,22516.6667
61266.6667,22683.3333
61266.6667,22700
61266.6667,23016.6667
61266.6667,23483.3333
61266.6667,23666.6667
61266.6667,23950
61266.6667,24033.3333
61266.6667,24316.6667
61266.6667,24366.6667
61266.6667,24466.6667
61266.6667,24666.6667
61266.6667,25466.6667
61266.6667,25650
61266.6667,25716.6667
61266.6667,26550
61266.6667,26800
61266.6667,27600
61266.6667,27666.6667
61266.6667,27683.3333
61266.6667,27700
61266.6667,27716.6667
61266.6667,27816.6667
61266.6667,27850
61266.6667,27883.3333
61266.6667,28033.3333
61266.6667,28716.6667
61266.6667,28816.6667
61266.6667,28983.3333
61266.6667,29150
61266.6667,29233.3333
61283.3333,21566.6667
61283.3333,21583.3333
61283.3333,22216.6667
61283.3333,22250
61283.3333,22333.3333
61283.3333,22383.3333
61283.3333,22583.3333
61283.3333,22683.3333
61283.3333,22700
61283.3333,22950
61283.3333,23500
61283.3333,23866.6667
61283.3333,24000
61283.3333,24050
61283.3333,24483.3333
61283.3333,24700
61283.3333,25350
61283.3333,25816.6667
61283.3333,25916.6667
61283.3333,26833.3333
61283.3333,27166.6667
61283.3333,27216.6667
61283.3333,27400
61283.3333,27550
61283.3333,28166.6667
61283.3333,28583.3333
61283.3333,28783.3333
61283.3333,28833.3333
61283.3333,29083.3333
61283.3333,29200
61300,22150
61300,22166.6667
61300,22266.6667
61300,22366.6667
61300,22516.6667
61300,22766.6667
61300,22900
61300,22933.3333
61300,23100
61300,23350
61300,23650
61300,24216.6667
61300,24316.6667
61300,24333.3333
61300,24800
61300,25083.3333
61300,25600
61300,25700
61300,25850
61300,26100
61300,26216.6667
61300,26300
61300,26333.3333
61300,26516.6667
61300,26600
61300,26666.6667
61300,26900
61300,27083.3333
61300,27366.6667
61300,27650
61300,27716.6667
61300,27750
61300,28583.3333
61300,28633.3333
61300,28816.6667
61300,28866.6667
61300,28966.6667
61300,29133.3333
61300,29150
61300,29216.6667
61300,29250
61316.6667,21583.3333
61316.6667,21650
61316.6667,21666.6667
61316.6667,21716.6667
61316.6667,22116.6667
61316.6667,22133.3333
61316.6667,22800
61316.6667,22883.3333
61316.6667,23100
61316.6667,23183.3333
61316.6667,23466.6667
61316.6667,23500
61316.6667,23616.6667
61316.6667,23750
61316.6667,23966.6667
61316.6667,24066.6667
61316.6667,24500
61316.6667,26583.3333
61316.6667,27233.3333
61316.6667,27450
61316.6667,27466.6667
61316.6667,27533.3333
61316.6667,27800
61316.6667,28566.6667
61316.6667,28666.6667
61316.6667,28833.3333
61316.6667,28983.3333
61316.6667,29033.3333
61316.6667,29066.6667
61316.6667,29116.6667
61316.6667,29166.6667
61333.3333,21133.3333
61333.3333,21800
61333.3333,21933.3333
61333.3333,21950
61333.3333,22000
61333.3333,22066.6667
61333.3333,22100
61333.3333,22116.6667
61333.3333,22166.6667
61333.3333,22500
61333.3333,22700
61333.3333,22750
61333.3333,22766.6667
61333.3333,22800
61333.3333,22850
61333.3333,22900
61333.3333,23000
61333.3333,23016.6667
61333.3333,23050
61333.3333,23100
61333.3333,23133.3333
61333.3333,23300
61333.3333,23550
61333.3333,23700
61333.3333,23733.3333
61333.3333,23750
61333.3333,23766.6667
61333.3333,23800
61333.3333,23866.6667
61333.3333,23883.3333
61333.3333,24216.6667
61333.3333,24266.6667
61333.3333,24433.3333
61333.3333,24500
61333.3333,25300
61333.3333,25733.3333
61333.3333,26050
61333.3333,26166.6667
61333.3333,26183.3333
61333.3333,27183.3333
61333.3333,27383.3333
61333.3333,27600
61333.3333,27683.3333
61333.3333,28333.3333
61333.3333,28350
61333.3333,28516.6667
61333.3333,28616.6667
61333.3333,28766.6667
61333.3333,28833.3333
61333.3333,28950
61333.3333,29000
61333.3333,29066.6667
61333.3333,29183.3333
61350,21600
61350,21616.6667
61350,21666.6667
61350,22033.3333
61350,22100
61350,22666.6667
61350,22750
61350,22883.3333
61350,22933.3333
61350,23016.6667
61350,23333.3333
61350,23466.6667
61350,23783.3333
61350,23800
61350,24433.3333
61350,24500
61350,24600
61350,24700
61350,24833.3333
61350,25050
61350,25283.3333
61350,25600
61350,25800
61350,26000
61350,26750
61350,27133.3333
61350,27333.3333
61350,27616.6667
61350,27716.6667
61350,28333.3333
61350,28483.3333
61350,28533.3333
61350,28566.6667
61350,28616.6667
61350,28666.6667
61350,28733.3333
61350,28866.6667
61350,29000
61350,29016.6667
61350,29100
61350,29116.6667
61350,29300
61366.6667,21683.3333
61366.6667,21833.3333
61366.6667,22000
61366.6667,22033.3333
61366.6667,22300
61366.6667,22500
61366.6667,22700
61366.6667,22716.6667
61366.6667,22900
61366.6667,22950
61366.6667,23050
61366.6667,23300
61366.6667,23366.6667
61366.6667,23483.3333
61366.6667,23583.3333
61366.6667,23766.6667
61366.6667,23850
61366.6667,24050
61366.6667,24250
61366.6667,24400
61366.6667,24550
61366.6667,24666.6667
61366.6667,24916.6667
61366.6667,26166.6667
61366.6667,26200
61366.6667,26250
61366.6667,26416.6667
61366.6667,26466.6667
61366.6667,26916.6667
61366.6667,27033.3333
61366.6667,27083.3333
61366.6667,27200
61366.6667,27300
61366.6667,27400
61366.6667,28333.3333
61366.6667,28366.6667
61366.6667,28566.6667
61366.6667,28750
61366.6667,28933.3333
61366.6667,28983.3333
61366.6667,29000
61366.6667,29100
61366.6667,29133.3333
61366.6667,29216.6667
61366.6667,29266.6667
61383.3333,21566.6667
61383.3333,21616.6667
61383.3333,21850
61383.3333,21950
61383.3333,22366.6667
61383.3333,22466.6667
61383.3333,22866.6667
61383.3333,22916.6667
61383.3333,23050
61383.3333,23066.6667
61383.3333,23133.3333
61383.3333,23300
61383.3333,23333.3333
61383.3333,23550
61383.3333,23766.6667
61383.3333,24116.6667
61383.3333,24250
61383.3333,24500
61383.3333,24600
61383.3333,24883.3333
61383.3333,25200
61383.3333,26200
61383.3333,26650
61383.3333,27233.3333
61383.3333,27650
61383.3333,28016.6667
61383.3333,28833.3333
61383.3333,28966.6667
61383.3333,29066.6667
61383.3333,29200
61400,21066.6667
61400,21783.3333
61400,21933.3333
61400,21966.6667
61400,22016.6667
61400,22516.6667
61400,22700
61400,22966.6667
61400,22983.3333
61400,23150
61400,23250
61400,23350
61400,23383.3333
61400,23983.3333
61400,24000
61400,24216.6667
61400,24250
61400,24366.6667
61400,24400
61400,24500
61400,24733.3333
61400,24800
61400,25116.6667
61400,25650
61400,25800
61400,26350
61400,26700
61400,26800
61400,27066.6667
61400,27266.6667
61400,27350
61400,27366.6667
61400,27466.6667
61400,27533.3333
61400,27550
61400,28000
61400,28333.3333
61400,28366.6667
61400,28650
61400,28833.3333
61400,29016.6667
61400,29200
61400,29366.6667
61416.6667,21500
61416.6667,21716.6667
61416.6667,21933.3333
61416.6667,22050
61416.6667,22616.6667
61416.6667,22633.3333
61416.6667,23016.6667
61416.6667,23100
61416.6667,23133.3333
61416.6667,23250
61416.6667,23400
61416.6667,23450
61416.6667,23650
61416.6667,23766.6667
61416.6667,23866.6667
61416.6667,23983.3333
61416.6667,24100
61416.6667,24150
61416.6667,24200
61416.6667,24300
61416.6667,24700
61416.6667,24833.3333
61416.6667,25850
61416.6667,26033.3333
61416.6667,26400
61416.6667,26566.6667
61416.6667,26883.3333
61416.6667,26900
61416.6667,27200
61416.6667,27450
61416.6667,27550
61416.6667,27716.6667
61416.6667,28016.6667
61416.6667,28083.3333
61416.6667,28433.3333
61416.6667,28516.6667
61416.6667,28650
61416.6667,28900
61416.6667,29150
61416.6667,29216.6667
61416.6667,29233.3333
61416.6667,29316.6667
61416.6667,29416.6667
61433.3333,21500
61433.3333,21600
61433.3333,21700
61433.3333,21866.6667
61433.3333,21883.3333
61433.3333,22100
61433.3333,22566.6667
61433.3333,22966.6667
61433.3333,23050
61433.3333,23216.6667
61433.3333,23283.3333
61433.3333,23383.3333
61433.3333,24183.3333
61433.3333,24416.6667
61433.3333,24916.6667
61433.3333,25283.3333
61433.3333,25400
61433.3333,26183.3333
61433.3333,26450
61433.3333,27116.6667
61433.3333,27166.6667
61433.3333,27283.3333
61433.3333,27316.6667
61433.3333,27900
61433.3333,28016.6667
61433.3333,28216.6667
61433.3333,28383.3333
61433.3333,28500
61433.3333,28683.3333
61433.3333,28916.6667
61433.3333,28950
61433.3333,29016.6667
61433.3333,29066.6667
61433.3333,29083.3333
61433.3333,29166.6667
61433.3333,29216.6667
61433.3333,29366.6667
61450,21850
61450,22016.6667
61450,22583.3333
61450,22650
61450,23050
61450,23066.6667
61450,23133.3333
61450,23283.3333
61450,23433.3333
61450,23516.6667
61450,23650
61450,23716.6667
61450,23983.3333
61450,24033.3333
61450,24116.6667
61450,24383.3333
61450,24816.6667
61450,25000
61450,25100
61450,25533.3333
61450,25633.3333
61450,25716.6667
61450,25833.3333
61450,26100
61450,26466.6667
61450,26633.3333
61450,27000
61450,27150
61450,27183.3333
61450,27500
61450,27616.6667
61450,28150
61450,28200
61450,28500
61450,28550
61450,28766.6667
61450,28966.6667
61450,29000
61450,29133.3333
61450,29150
61450,29366.6667
61450,29450
61466.6667,21850
61466.6667,21883.3333
61466.6667,21900
61466.6667,22166.6667
61466.6667,22183.3333
61466.6667,22950
61466.6667,23183.3333
61466.6667,23350
61466.6667,23400
61466.6667,23500
61466.6667,23566.6667
61466.6667,23600
61466.6667,23650
61466.6667,23666.6667
61466.6667,23800
61466.6667,24000
61466.6667,24083.3333
61466.6667,24316.6667
